Pitch,Roll,,,,
-2.58,29.82,110.14,,,
-2.57,28.82,110.06,,,
-2.55,27.81,110.01,,,
-2.52,26.81,109.97,,,
-2.51,25.8,109.94,,,
-2.49,24.78,109.92,,,
-2.46,23.74,109.9,,,
-2.45,22.71,109.87,,,
-2.45,21.7,109.85,,,
-2.45,20.72,109.83,,,
-2.44,19.76,109.81,,,
-2.45,18.82,109.81,,,
-2.44,17.91,109.83,,,
-2.44,16.98,109.87,,,
-2.44,16.06,109.93,,,
-2.45,15.12,110,,,
-2.45,14.17,110.09,,,
-2.44,13.2,110.16,,,
-2.44,12.23,110.21,,,
-2.41,11.25,110.27,,,
-2.38,10.28,110.32,,,
-2.33,9.3,110.36,,,
-2.3,8.33,110.37,,,
-2.26,7.36,110.38,,,
-2.22,6.41,110.37,,,
-2.19,5.45,110.36,,,
-2.15,4.5,110.34,,,
-2.11,3.57,110.32,,,
-2.07,2.65,110.3,,,
-2.05,1.73,110.29,,,
-2.03,0.84,110.28,,,
-2,-0.03,110.29,,,
-1.98,-0.9,110.31,,,
-1.95,-1.77,110.35,,,
-1.9,-2.62,110.41,,,
-1.85,-3.47,110.49,,,
-1.82,-4.33,110.59,,,
-1.79,-5.2,110.7,,,
-1.77,-6.09,110.83,,,
-1.76,-7,110.95,,,
-1.76,-6.01,111.07,,,
-1.73,-5.04,111.17,,,
-1.72,-4.07,111.23,,,
-1.69,-3.1,111.28,,,
-1.68,-4.04,111.31,,,
-1.67,-4.98,111.33,,,
-1.66,-5.89,111.34,,,
-1.68,-6.79,111.35,,,
-1.68,-7.68,111.37,,,
-1.68,-8.57,111.37,,,
-1.69,-9.43,111.39,,,
-1.7,-10.29,111.39,,,
-1.71,-11.15,111.38,,,
-1.72,-12.01,111.39,,,
-1.72,-12.86,111.39,,,
-1.73,-13.71,111.4,,,
-1.74,-14.53,111.42,,,
-1.74,-15.33,111.46,,,
-1.73,-16.13,111.51,,,
-1.72,-16.94,111.59,,,
-1.71,-17.74,111.68,,,
-1.69,-18.55,111.78,,,
-1.67,-19.39,111.88,,,
-1.65,-20.23,111.99,,,
-1.62,-19.18,112.09,,,
-1.62,-18.13,112.18,,,
-1.62,-17.09,112.26,,,
-1.63,-16.07,112.36,,,
-1.64,-15.05,112.43,,,
-1.66,-14.06,112.49,,,
-1.69,-13.06,112.52,,,
-1.72,-12.07,112.56,,,
-1.74,-11.07,112.59,,,
-1.76,-10.08,112.62,,,
-1.78,-9.08,112.65,,,
-1.8,-8.11,112.68,,,
-1.81,-7.12,112.7,,,
-1.8,-6.15,112.71,,,
-1.79,-5.19,112.76,,,
-1.81,-4.24,112.81,,,
-1.81,-3.31,112.86,,,
-1.81,-2.37,112.89,,,
-1.8,-1.44,112.92,,,
-1.8,-0.51,112.97,,,
-1.8,0.39,113.03,,,
-1.8,1.27,113.09,,,
-1.83,2.13,113.14,,,
-1.84,3,113.18,,,
-1.86,3.85,113.21,,,
-1.88,4.71,113.21,,,
-1.9,5.57,113.2,,,
-1.91,6.43,113.18,,,
-1.92,7.29,113.14,,,
-1.93,8.15,113.11,,,
-1.95,9,113.09,,,
-1.96,9.87,113.05,,,
-2.01,10.74,113.01,,,
-2.02,11.62,112.98,,,
-2.05,12.5,112.98,,,
-2.06,13.38,112.99,,,
-2.07,14.24,113,,,
-2.08,15.09,113.02,,,
-2.1,15.94,113.06,,,
-2.12,16.79,113.13,,,
-2.15,17.63,113.22,,,
-2.17,18.45,113.32,,,
-2.2,19.28,113.42,,,
-2.22,20.08,113.56,,,
-2.24,20.87,113.69,,,
-2.25,21.66,113.82,,,
-2.25,22.45,113.92,,,
-2.27,23.23,114.02,,,
-2.28,24,114.13,,,
-2.31,24.77,114.24,,,
-2.32,25.53,114.36,,,
-2.33,26.28,114.47,,,
-2.32,27.03,114.56,,,
-2.33,27.8,114.61,,,
-2.33,28.55,114.65,,,
-2.35,29.3,114.71,,,
-2.36,30.03,114.77,,,
-2.37,30.77,114.81,,,
-2.37,31.49,114.84,,,
-2.37,32.21,114.86,,,
-2.39,32.93,114.85,,,
-2.39,33.64,114.82,,,
-2.4,34.37,114.79,,,
-2.41,35.07,114.75,,,
-2.43,35.8,114.72,,,
-2.43,36.49,114.67,,,
-2.47,37.19,114.6,,,
-2.49,37.91,114.53,,,
-2.52,38.63,114.44,,,
-2.54,39.35,114.38,,,
-2.57,40.09,114.29,,,
-2.59,40.77,114.18,,,
-2.62,41.46,114.07,,,
-2.65,42.15,113.94,,,
-2.68,42.85,113.8,,,
-2.72,43.56,113.65,,,
-2.75,44.28,113.46,,,
-2.79,44.99,113.27,,,
-2.83,45.71,113.08,,,
-2.88,44.53,112.88,,,
-2.92,43.36,112.69,,,
-2.97,42.21,112.5,,,
-3.02,41.06,112.31,,,
-3.06,39.94,112.13,,,
-3.1,38.85,111.96,,,
-3.15,37.75,111.82,,,
-3.19,36.68,111.69,,,
-3.23,35.61,111.58,,,
-3.27,34.51,111.49,,,
-3.32,33.4,111.39,,,
-3.36,32.29,111.3,,,
-3.43,31.2,111.2,,,
-3.49,30.12,111.05,,,
-3.56,29.07,110.91,,,
-3.62,28.01,110.77,,,
-3.68,26.97,110.62,,,
-3.74,25.95,110.47,,,
-3.79,24.96,110.33,,,
-3.85,23.95,110.2,,,
-3.9,22.95,110.07,,,
-3.96,21.96,109.94,,,
-4,20.95,109.8,,,
-4.05,19.97,109.63,,,
-4.1,18.98,109.47,,,
-4.15,18,109.32,,,
-4.18,17.05,109.17,,,
-4.21,16.13,109,,,
-4.24,15.2,108.86,,,
-4.3,14.25,108.72,,,
-4.34,13.28,108.6,,,
-4.37,12.3,108.47,,,
-4.39,11.33,108.32,,,
-4.42,10.33,108.16,,,
-4.44,9.36,107.99,,,
-4.45,8.4,107.8,,,
-4.47,7.45,107.62,,,
-4.5,6.49,107.43,,,
-4.53,5.53,107.24,,,
-4.55,4.56,107.04,,,
-4.56,3.61,106.84,,,
-4.59,2.67,106.62,,,
-4.65,1.73,106.41,,,
-4.67,0.78,106.18,,,
-4.7,-0.17,105.94,,,
-4.72,-1.1,105.7,,,
-4.75,-2.04,105.48,,,
-4.77,-2.96,105.26,,,
-4.78,-3.87,105.05,,,
-4.8,-4.77,104.84,,,
-4.81,-5.65,104.64,,,
-4.81,-6.52,104.46,,,
-4.81,-7.38,104.29,,,
-4.8,-8.23,104.14,,,
-4.8,-9.08,104.01,,,
-4.78,-9.96,103.91,,,
-4.75,-10.83,103.8,,,
-4.7,-11.7,103.73,,,
-4.67,-12.58,103.67,,,
-4.65,-11.55,103.62,,,
-4.6,-10.52,103.58,,,
-4.58,-9.52,103.57,,,
-4.54,-8.53,103.55,,,
-4.52,-7.53,103.52,,,
-4.49,-6.54,103.5,,,
-4.48,-5.54,103.48,,,
-4.47,-4.56,103.46,,,
-4.47,-5.48,103.43,,,
-4.49,-6.41,103.39,,,
-4.48,-5.42,103.37,,,
-4.47,-6.34,103.34,,,
-4.45,-7.25,103.31,,,
-4.45,-8.14,103.27,,,
-4.43,-9.05,103.24,,,
-4.41,-9.93,103.19,,,
-4.39,-10.79,103.15,,,
-4.38,-11.65,103.12,,,
-4.35,-12.5,103.08,,,
-4.32,-13.33,103.04,,,
-4.27,-14.17,103.02,,,
-4.22,-14.99,103.01,,,
-4.18,-15.8,103,,,
-4.13,-16.62,102.98,,,
-4.08,-17.43,102.98,,,
-4.02,-18.25,103,,,
-3.96,-19.07,103.01,,,
-3.91,-19.89,103.02,,,
-3.87,-20.68,103.04,,,
-3.8,-21.48,103.06,,,
-3.74,-22.27,103.08,,,
-3.66,-23.08,103.09,,,
-3.6,-23.88,103.08,,,
-3.53,-24.67,103.07,,,
-3.46,-25.45,103.07,,,
-3.4,-26.23,103.04,,,
-3.34,-27.02,103.02,,,
-3.3,-27.79,103,,,
-3.24,-28.54,102.98,,,
-3.2,-29.26,102.94,,,
-3.16,-29.96,102.93,,,
-3.12,-30.64,102.94,,,
-3.08,-31.31,102.97,,,
-3.05,-31.98,103.01,,,
-3.03,-32.63,103.07,,,
-3.01,-33.3,103.19,,,
-2.99,-33.96,103.33,,,
-2.97,-34.63,103.51,,,
-2.95,-35.3,103.67,,,
-2.93,-35.98,103.86,,,
-2.93,-36.67,104.06,,,
-2.92,-37.37,104.3,,,
-2.92,-38.09,104.54,,,
-2.92,-38.82,104.77,,,
-2.92,-39.54,104.99,,,
-2.94,-40.27,105.19,,,
-2.96,-41.01,105.39,,,
-2.97,-41.71,105.57,,,
-2.99,-42.42,105.71,,,
-3.01,-43.12,105.85,,,
-3.02,-43.82,105.98,,,
-3.04,-44.52,106.12,,,
-3.06,-45.22,106.26,,,
-3.08,-45.91,106.41,,,
-3.12,-46.59,106.56,,,
-3.15,-47.27,106.71,,,
-3.19,-47.96,106.88,,,
-3.23,-48.64,107.06,,,
-3.27,-49.31,107.23,,,
-3.3,-48.09,107.41,,,
-3.33,-48.79,107.6,,,
-3.38,-49.47,107.81,,,
-3.4,-50.15,108.02,,,
-3.43,-48.93,108.24,,,
-3.47,-47.74,108.47,,,
-3.5,-46.57,108.7,,,
-3.53,-45.4,108.93,,,
-3.55,-44.22,109.15,,,
-3.57,-43.06,109.38,,,
-3.58,-41.9,109.6,,,
-3.6,-40.75,109.84,,,
-3.62,-39.62,110.08,,,
-3.63,-38.54,110.3,,,
-3.64,-37.45,110.5,,,
-3.65,-36.38,110.69,,,
-3.66,-35.32,110.85,,,
-3.67,-34.25,110.98,,,
-3.68,-33.18,111.08,,,
-3.69,-32.12,111.19,,,
-3.68,-31.06,111.28,,,
-3.69,-29.99,111.35,,,
-3.69,-28.94,111.41,,,
-3.68,-27.89,111.45,,,
-3.67,-26.85,111.47,,,
-3.66,-25.82,111.5,,,
-3.67,-24.77,111.54,,,
-3.66,-23.73,111.58,,,
-3.66,-22.69,111.61,,,
-3.65,-21.68,111.64,,,
-3.64,-20.69,111.67,,,
-3.62,-19.7,111.72,,,
-3.63,-18.7,111.77,,,
-3.62,-17.72,111.8,,,
-3.62,-16.74,111.84,,,
-3.64,-15.77,111.87,,,
-3.65,-14.82,111.88,,,
-3.65,-13.86,111.86,,,
-3.65,-12.91,111.84,,,
-3.66,-11.95,111.82,,,
-3.68,-10.99,111.79,,,
-3.69,-10.03,111.76,,,
-3.72,-9.06,111.71,,,
-3.74,-8.08,111.67,,,
-3.74,-7.12,111.64,,,
-3.76,-6.15,111.62,,,
-3.77,-5.19,111.6,,,
-3.78,-4.23,111.59,,,
-3.79,-3.27,111.59,,,
-3.8,-2.32,111.59,,,
-3.81,-1.37,111.61,,,
-3.82,-0.44,111.62,,,
-3.83,0.5,111.64,,,
-3.82,1.43,111.66,,,
-3.82,2.36,111.68,,,
-3.81,3.26,111.69,,,
-3.79,4.14,111.7,,,
-3.78,5,111.71,,,
-3.77,5.86,111.7,,,
-3.76,6.71,111.68,,,
-3.74,7.57,111.64,,,
-3.72,8.44,111.58,,,
-3.71,9.3,111.5,,,
-3.7,10.17,111.41,,,
-3.67,11.04,111.31,,,
-3.66,11.89,111.21,,,
-3.65,12.78,111.12,,,
-3.63,13.66,111.02,,,
-3.6,14.54,110.92,,,
-3.58,15.4,110.82,,,
-3.55,16.26,110.73,,,
-3.52,17.12,110.64,,,
-3.5,17.97,110.57,,,
-3.47,18.82,110.51,,,
-3.45,19.65,110.47,,,
-3.42,20.46,110.41,,,
-3.39,21.25,110.35,,,
-3.35,22.05,110.28,,,
-3.31,22.83,110.2,,,
-3.28,23.59,110.1,,,
-3.25,24.38,109.97,,,
-3.2,25.16,109.83,,,
-3.16,25.93,109.67,,,
-3.12,26.7,109.49,,,
-3.09,27.49,109.29,,,
-3.05,28.29,109.1,,,
-3.02,29.08,108.9,,,
-2.98,29.88,108.7,,,
-2.94,30.67,108.5,,,
-2.9,31.47,108.3,,,
-2.86,32.27,108.09,,,
-2.83,33.05,107.89,,,
-2.79,33.85,107.69,,,
-2.75,34.63,107.49,,,
-2.71,33.52,107.3,,,
-2.68,32.4,107.11,,,
-2.64,31.3,106.93,,,
-2.6,30.19,106.74,,,
-2.56,29.11,106.56,,,
-2.52,28.04,106.39,,,
-2.48,26.98,106.24,,,
-2.44,27.8,106.08,,,
-2.4,28.59,105.9,,,
-2.37,29.38,105.72,,,
-2.35,30.17,105.52,,,
-2.32,30.97,105.3,,,
-2.31,31.78,105.07,,,
-2.29,30.7,104.83,,,
-2.28,29.61,104.59,,,
-2.27,28.55,104.35,,,
-2.27,27.51,104.11,,,
-2.26,26.48,103.88,,,
-2.25,25.44,103.66,,,
-2.26,24.43,103.45,,,
-2.24,23.42,103.25,,,
-2.24,22.43,103.04,,,
-2.23,21.47,102.84,,,
-2.23,20.53,102.67,,,
-2.22,19.6,102.53,,,
-2.2,18.67,102.4,,,
-2.2,17.74,102.3,,,
-2.19,16.82,102.23,,,
-2.18,15.9,102.18,,,
-2.14,14.96,102.16,,,
-2.12,14.04,102.16,,,
-2.12,13.1,102.17,,,
-2.11,12.15,102.19,,,
-2.12,11.19,102.21,,,
-2.11,10.22,102.23,,,
-2.11,9.24,102.24,,,
-2.11,8.27,102.23,,,
-2.12,7.31,102.2,,,
-2.13,6.36,102.15,,,
-2.13,5.41,102.1,,,
-2.14,4.49,102.05,,,
-2.15,3.58,101.98,,,
-2.12,2.69,101.9,,,
-2.13,1.81,101.84,,,
-2.17,0.94,101.79,,,
-2.19,0.09,101.74,,,
-2.17,-0.77,101.7,,,
-2.16,-1.59,101.69,,,
-2.16,-2.41,101.69,,,
-2.13,-3.23,101.71,,,
-2.11,-4.07,101.77,,,
-2.1,-4.91,101.83,,,
-2.1,-5.78,101.91,,,
-2.09,-6.65,102.02,,,
-2.1,-7.55,102.13,,,
-2.1,-8.45,102.23,,,
-2.09,-9.34,102.32,,,
-2.09,-10.22,102.39,,,
-2.1,-11.1,102.45,,,
-2.11,-11.98,102.52,,,
-2.12,-12.85,102.58,,,
-2.14,-13.72,102.64,,,
-2.16,-14.57,102.69,,,
-2.18,-15.41,102.75,,,
-2.2,-16.24,102.81,,,
-2.26,-17.06,102.87,,,
-2.28,-17.88,102.94,,,
-2.3,-18.68,103.01,,,
-2.31,-19.49,103.08,,,
-2.31,-20.3,103.16,,,
-2.32,-21.1,103.25,,,
-2.33,-21.91,103.36,,,
-2.34,-22.73,103.47,,,
-2.35,-23.54,103.59,,,
-2.37,-24.36,103.7,,,
-2.38,-23.27,103.8,,,
-2.39,-22.22,103.89,,,
-2.4,-21.15,103.99,,,
-2.42,-20.09,104.08,,,
-2.42,-20.94,104.17,,,
-2.44,-19.87,104.25,,,
-2.46,-18.83,104.33,,,
-2.48,-17.77,104.41,,,
-2.48,-16.71,104.49,,,
-2.52,-15.68,104.56,,,
-2.52,-14.64,104.64,,,
-2.53,-13.61,104.71,,,
-2.53,-12.59,104.78,,,
-2.54,-11.58,104.85,,,
-2.54,-10.57,104.93,,,
-2.55,-9.6,105,,,
-2.54,-8.63,105.08,,,
-2.53,-7.66,105.15,,,
-2.53,-6.7,105.22,,,
-2.51,-5.76,105.31,,,
-2.51,-4.81,105.4,,,
-2.5,-3.88,105.5,,,
-2.49,-2.94,105.6,,,
-2.48,-2.03,105.7,,,
-2.48,-1.14,105.79,,,
-2.48,-0.25,105.88,,,
-2.46,0.65,105.98,,,
-2.44,1.55,106.05,,,
-2.43,2.43,106.13,,,
-2.42,3.32,106.2,,,
-2.41,4.2,106.26,,,
-2.41,5.1,106.31,,,
-2.41,6.01,106.37,,,
-2.41,6.94,106.42,,,
-2.39,7.85,106.48,,,
-2.38,8.75,106.54,,,
-2.37,9.65,106.63,,,
-2.37,10.54,106.73,,,
-2.36,11.43,106.85,,,
-2.33,12.31,106.97,,,
-2.33,13.18,107.13,,,
-2.32,14.03,107.29,,,
-2.31,14.87,107.43,,,
-2.31,15.7,107.57,,,
-2.32,16.53,107.74,,,
-2.31,17.35,107.91,,,
-2.29,18.14,108.06,,,
-2.28,18.92,108.21,,,
-2.28,19.69,108.35,,,
-2.29,20.46,108.48,,,
-2.31,21.24,108.59,,,
-2.33,22.02,108.69,,,
-2.34,22.8,108.78,,,
-2.35,23.58,108.85,,,
-2.38,24.37,108.9,,,
-2.41,25.15,108.94,,,
-2.42,25.93,108.98,,,
-2.43,26.72,109.01,,,
-2.44,27.5,109.04,,,
-2.45,28.29,109.08,,,
-2.48,29.08,109.11,,,
-2.51,29.84,109.15,,,
-2.53,30.61,109.19,,,
-2.54,31.35,109.23,,,
-2.56,32.09,109.24,,,
-2.6,32.84,109.26,,,
-2.63,33.58,109.28,,,
-2.65,34.31,109.3,,,
-2.66,35.01,109.32,,,
-2.69,35.71,109.33,,,
-2.71,36.44,109.32,,,
-2.75,37.14,109.31,,,
-2.76,37.86,109.29,,,
-2.78,38.57,109.27,,,
-2.81,39.28,109.23,,,
-2.84,39.99,109.19,,,
-2.86,40.69,109.16,,,
-2.88,41.38,109.13,,,
-2.9,42.09,109.08,,,
-2.93,42.79,109.01,,,
-2.95,43.51,108.96,,,
-2.96,44.24,108.9,,,
-2.97,44.94,108.83,,,
-3,45.67,108.75,,,
-3.01,46.36,108.66,,,
-3.03,47.08,108.56,,,
-3.05,47.79,108.46,,,
-3.06,48.49,108.37,,,
-3.09,49.17,108.28,,,
-3.12,49.83,108.17,,,
-3.16,50.51,108.05,,,
-3.2,51.2,107.92,,,
-3.24,49.98,107.78,,,
-3.28,50.67,107.62,,,
-3.32,51.35,107.45,,,
-3.35,50.15,107.25,,,
-3.38,48.94,107.04,,,
-3.4,47.76,106.83,,,
-3.44,46.62,106.62,,,
-3.48,45.48,106.43,,,
-3.52,44.36,106.24,,,
-3.57,43.24,106.06,,,
-3.6,42.14,105.86,,,
-3.65,41.04,105.67,,,
-3.7,39.97,105.47,,,
-3.74,38.9,105.29,,,
-3.78,37.82,105.12,,,
-3.83,36.74,104.97,,,
-3.87,35.65,104.82,,,
-3.91,34.55,104.67,,,
-3.96,35.32,104.51,,,
-4.01,36.1,104.31,,,
-4.06,34.97,104.09,,,
-4.09,33.87,103.85,,,
-4.13,32.76,103.6,,,
-4.16,31.71,103.36,,,
-4.2,30.66,103.08,,,
-4.24,29.64,102.82,,,
-4.28,28.59,102.57,,,
-4.3,27.56,102.32,,,
-4.34,26.53,102.06,,,
-4.36,25.5,101.79,,,
-4.39,24.47,101.53,,,
-4.41,23.44,101.27,,,
-4.44,22.38,101.01,,,
-4.45,21.33,100.73,,,
-4.44,20.31,100.42,,,
-4.45,19.29,100.1,,,
-4.46,18.25,99.78,,,
-4.46,17.22,99.46,,,
-4.47,16.18,99.14,,,
-4.48,17.05,98.79,,,
-4.48,16.02,98.44,,,
-4.49,14.99,98.08,,,
-4.51,15.88,97.7,,,
-4.51,14.86,97.31,,,
-4.53,13.85,96.92,,,
-4.54,12.86,96.52,,,
-4.56,11.88,96.13,,,
-4.58,10.91,95.74,,,
-4.59,9.95,95.36,,,
-4.6,8.99,94.97,,,
-4.61,8.03,94.6,,,
-4.64,7.08,94.22,,,
-4.65,6.14,93.87,,,
-4.69,5.2,93.52,,,
-4.66,4.29,93.19,,,
-4.65,3.36,92.89,,,
-4.65,2.43,92.61,,,
-4.65,1.48,92.31,,,
-4.67,0.55,92.04,,,
-4.67,-0.38,91.77,,,
-4.68,-1.31,91.53,,,
-4.67,-2.23,91.28,,,
-4.65,-3.14,91.04,,,
-4.67,-4.05,90.83,,,
-4.66,-4.94,90.68,,,
-4.66,-5.83,90.54,,,
-4.66,-6.7,90.38,,,
-4.64,-7.53,90.26,,,
-4.64,-8.37,90.14,,,
-4.63,-9.18,90.09,,,
-4.6,-10.01,90.09,,,
-4.59,-10.83,90.1,,,
-4.57,-11.66,90.13,,,
-4.57,-12.48,90.18,,,
-4.54,-13.32,90.25,,,
-4.53,-14.15,90.31,,,
-4.5,-14.99,90.38,,,
-4.44,-15.84,90.45,,,
-4.41,-16.69,90.54,,,
-4.39,-17.52,90.62,,,
-4.37,-18.36,90.71,,,
-4.36,-19.18,90.79,,,
-4.36,-19.98,90.85,,,
-4.32,-20.79,90.93,,,
-4.32,-21.56,90.97,,,
-4.31,-22.32,91.02,,,
-4.29,-23.08,91.08,,,
-4.28,-23.84,91.18,,,
-4.27,-24.59,91.29,,,
-4.24,-25.32,91.39,,,
-4.23,-26.04,91.49,,,
-4.24,-26.73,91.6,,,
-4.24,-27.41,91.72,,,
-4.24,-28.1,91.92,,,
-4.23,-28.78,92.13,,,
-4.22,-29.48,92.39,,,
-4.21,-30.2,92.67,,,
-4.17,-30.92,92.97,,,
-4.15,-31.63,93.28,,,
-4.14,-32.34,93.59,,,
-4.11,-33.07,93.93,,,
-4.1,-33.8,94.28,,,
-4.09,-34.54,94.62,,,
-4.09,-35.25,94.94,,,
-4.07,-35.98,95.27,,,
-4.04,-36.72,95.63,,,
-4.03,-37.45,95.99,,,
-4.02,-38.2,96.35,,,
-4,-38.95,96.7,,,
-3.99,-39.7,97.06,,,
-3.97,-40.43,97.4,,,
-3.96,-41.17,97.73,,,
-3.93,-40,98.05,,,
-3.91,-40.74,98.37,,,
-3.88,-39.58,98.68,,,
-3.86,-38.42,98.99,,,
-3.83,-37.27,99.29,,,
-3.81,-38.03,99.61,,,
-3.77,-36.88,99.93,,,
-3.74,-37.65,100.25,,,
-3.73,-38.41,100.57,,,
-3.71,-39.16,100.91,,,
-3.68,-38,101.25,,,
-3.66,-38.76,101.61,,,
-3.63,-39.51,101.98,,,
-3.6,-38.36,102.35,,,
-3.58,-37.21,102.74,,,
-3.57,-36.08,103.13,,,
-3.58,-34.98,103.53,,,
-3.57,-33.95,103.93,,,
-3.57,-32.95,104.3,,,
-3.58,-31.99,104.63,,,
-3.61,-31.05,104.91,,,
-3.61,-30.09,105.13,,,
-3.62,-29.11,105.29,,,
-3.64,-28.12,105.43,,,
-3.66,-27.12,105.53,,,
-3.68,-26.11,105.59,,,
-3.69,-25.08,105.64,,,
-3.71,-24.06,105.68,,,
-3.72,-23.02,105.74,,,
-3.73,-21.98,105.78,,,
-3.71,-20.95,105.83,,,
-3.72,-19.92,105.89,,,
-3.71,-18.9,105.97,,,
-3.71,-17.9,106.06,,,
-3.7,-16.91,106.13,,,
-3.69,-15.93,106.2,,,
-3.68,-14.95,106.27,,,
-3.67,-13.99,106.38,,,
-3.65,-13.02,106.49,,,
-3.65,-12.06,106.6,,,
-3.63,-11.1,106.69,,,
-3.63,-10.15,106.78,,,
-3.62,-9.2,106.87,,,
-3.63,-8.27,106.98,,,
-3.65,-7.34,107.06,,,
-3.68,-6.42,107.12,,,
-3.69,-5.48,107.2,,,
-3.72,-4.54,107.27,,,
-3.73,-3.61,107.33,,,
-3.75,-2.67,107.36,,,
-3.76,-1.73,107.39,,,
-3.78,-0.8,107.41,,,
-3.79,0.14,107.43,,,
-3.8,1.08,107.44,,,
-3.82,2.02,107.45,,,
-3.83,2.95,107.46,,,
-3.84,3.89,107.48,,,
-3.85,4.82,107.51,,,
-3.87,5.72,107.54,,,
-3.89,6.62,107.57,,,
-3.89,7.51,107.58,,,
-3.89,8.4,107.6,,,
-3.91,9.28,107.61,,,
-3.92,10.17,107.64,,,
-3.92,11.06,107.68,,,
-3.93,11.92,107.7,,,
-3.93,12.79,107.72,,,
-3.92,13.64,107.75,,,
-3.93,14.5,107.77,,,
-3.92,15.34,107.8,,,
-3.89,16.19,107.82,,,
-3.88,17.03,107.85,,,
-3.87,17.87,107.88,,,
-3.84,18.68,107.89,,,
-3.81,19.5,107.91,,,
-3.78,20.31,107.9,,,
-3.75,21.13,107.91,,,
-3.72,21.93,107.93,,,
-3.67,22.74,107.93,,,
-3.62,23.54,107.92,,,
-3.58,24.32,107.93,,,
-3.53,25.1,107.93,,,
-3.49,25.88,107.9,,,
-3.45,26.62,107.85,,,
-3.41,27.39,107.79,,,
-3.36,28.13,107.72,,,
-3.32,28.89,107.61,,,
-3.27,29.65,107.49,,,
-3.22,30.41,107.35,,,
-3.18,31.19,107.21,,,
-3.14,31.96,107.06,,,
-3.08,32.73,106.89,,,
-3.04,33.51,106.72,,,
-3,34.27,106.56,,,
-2.95,33.15,106.4,,,
-2.9,33.93,106.24,,,
-2.86,32.81,106.09,,,
-2.82,31.71,105.95,,,
-2.78,30.6,105.81,,,
-2.74,31.41,105.66,,,
-2.7,32.19,105.52,,,
-2.67,31.07,105.38,,,
-2.63,31.88,105.21,,,
-2.58,32.68,105.04,,,
-2.53,31.59,104.86,,,
-2.5,30.51,104.69,,,
-2.46,29.45,104.52,,,
-2.43,28.4,104.34,,,
-2.39,27.34,104.16,,,
-2.36,26.3,104,,,
-2.34,25.26,103.82,,,
-2.32,24.24,103.62,,,
-2.3,23.24,103.44,,,
-2.29,22.25,103.26,,,
-2.26,21.27,103.09,,,
-2.25,20.28,102.94,,,
-2.25,19.27,102.78,,,
-2.25,18.27,102.62,,,
-2.25,17.29,102.47,,,
-2.27,16.32,102.33,,,
-2.28,15.35,102.18,,,
-2.29,14.39,102.03,,,
-2.31,13.44,101.9,,,
-2.32,12.49,101.78,,,
-2.34,11.55,101.66,,,
-2.35,10.6,101.55,,,
-2.35,9.65,101.44,,,
-2.36,8.71,101.35,,,
-2.35,7.77,101.24,,,
-2.34,6.86,101.13,,,
-2.36,5.98,101.04,,,
-2.34,5.12,100.97,,,
-2.33,4.26,100.93,,,
-2.32,3.42,100.92,,,
-2.3,2.57,100.94,,,
-2.29,1.71,100.98,,,
-2.28,0.85,101.04,,,
-2.27,-0.03,101.11,,,
-2.25,-0.9,101.2,,,
-2.24,-1.78,101.29,,,
-2.23,-2.67,101.39,,,
-2.22,-3.56,101.5,,,
-2.22,-4.48,101.6,,,
-2.24,-5.39,101.7,,,
-2.26,-4.41,101.78,,,
-2.28,-5.33,101.83,,,
-2.28,-4.34,101.87,,,
-2.28,-5.26,101.89,,,
-2.28,-6.17,101.9,,,
-2.33,-7.09,101.88,,,
-2.34,-7.98,101.87,,,
-2.35,-8.84,101.85,,,
-2.37,-9.71,101.82,,,
-2.4,-10.57,101.8,,,
-2.43,-11.4,101.78,,,
-2.46,-12.23,101.77,,,
-2.48,-13.04,101.77,,,
-2.49,-13.84,101.78,,,
-2.51,-14.65,101.79,,,
-2.51,-15.47,101.83,,,
-2.52,-16.28,101.86,,,
-2.51,-17.09,101.91,,,
-2.51,-17.9,101.97,,,
-2.53,-18.72,102.05,,,
-2.54,-19.52,102.13,,,
-2.55,-20.33,102.21,,,
-2.55,-21.15,102.3,,,
-2.56,-21.96,102.41,,,
-2.55,-22.79,102.53,,,
-2.55,-23.62,102.65,,,
-2.54,-24.44,102.76,,,
-2.53,-25.26,102.88,,,
-2.52,-24.17,103,,,
-2.52,-23.09,103.11,,,
-2.5,-22.01,103.22,,,
-2.49,-20.95,103.33,,,
-2.48,-19.89,103.42,,,
-2.46,-18.83,103.52,,,
-2.44,-17.78,103.6,,,
-2.43,-16.73,103.68,,,
-2.41,-15.71,103.78,,,
-2.39,-14.68,103.87,,,
-2.38,-13.65,103.96,,,
-2.37,-12.62,104.05,,,
-2.35,-13.49,104.13,,,
-2.33,-14.36,104.22,,,
-2.31,-13.33,104.33,,,
-2.29,-12.32,104.43,,,
-2.27,-11.34,104.54,,,
-2.25,-10.36,104.64,,,
-2.23,-9.4,104.75,,,
-2.21,-8.44,104.85,,,
-2.21,-7.52,104.94,,,
-2.2,-6.61,105.01,,,
-2.19,-5.69,105.05,,,
-2.17,-4.77,105.08,,,
-2.17,-3.84,105.09,,,
-2.18,-2.92,105.09,,,
-2.19,-1.98,105.09,,,
-2.17,-1.04,105.09,,,
-2.16,-0.1,105.11,,,
-2.15,0.83,105.12,,,
-2.13,1.75,105.13,,,
-2.12,2.67,105.15,,,
-2.11,3.58,105.18,,,
-2.11,4.48,105.21,,,
-2.1,5.36,105.24,,,
