Pitch,Roll,,,,
-2.05,10.8,102.34,,,
-2.04,9.89,102.41,,,
-2.04,8.98,102.5,,,
-2.02,8.08,102.61,,,
-2.01,7.19,102.76,,,
-2,6.27,102.93,,,
-1.99,5.35,103.11,,,
-1.99,4.41,103.31,,,
-1.98,3.45,103.51,,,
-1.98,2.48,103.69,,,
-1.97,1.51,103.85,,,
-1.97,0.55,103.99,,,
-1.96,-0.41,104.12,,,
-1.97,0.55,104.26,,,
-1.98,-0.41,104.38,,,
-2,0.55,104.47,,,
-2.02,1.5,104.54,,,
-2.05,0.55,104.59,,,
-2.06,-0.39,104.63,,,
-2.08,-1.31,104.65,,,
-2.12,-2.22,104.68,,,
-2.14,-3.12,104.72,,,
-2.17,-4.01,104.76,,,
-2.18,-4.88,104.81,,,
-2.19,-5.73,104.88,,,
-2.22,-6.58,104.95,,,
-2.24,-7.41,105.05,,,
-2.26,-8.25,105.17,,,
-2.28,-9.09,105.31,,,
-2.31,-9.92,105.47,,,
-2.33,-10.76,105.65,,,
-2.36,-11.61,105.84,,,
-2.39,-12.47,106.05,,,
-2.4,-11.45,106.29,,,
-2.42,-10.45,106.51,,,
-2.43,-9.49,106.72,,,
-2.44,-8.55,106.91,,,
-2.46,-7.62,107.09,,,
-2.46,-6.68,107.24,,,
-2.47,-5.74,107.34,,,
-2.47,-4.81,107.41,,,
-2.48,-3.87,107.44,,,
-2.49,-2.91,107.46,,,
-2.5,-1.95,107.5,,,
-2.51,-0.99,107.53,,,
-2.52,-1.93,107.55,,,
-2.53,-2.86,107.57,,,
-2.53,-3.78,107.6,,,
-2.53,-4.69,107.64,,,
-2.54,-5.61,107.69,,,
-2.54,-6.51,107.75,,,
-2.55,-5.52,107.84,,,
-2.55,-6.43,107.94,,,
-2.55,-5.43,108.07,,,
-2.56,-4.46,108.21,,,
-2.56,-3.51,108.36,,,
-2.56,-2.57,108.5,,,
-2.57,-1.63,108.65,,,
-2.57,-0.69,108.79,,,
-2.57,0.24,108.94,,,
-2.58,1.17,109.09,,,
-2.58,2.09,109.22,,,
-2.58,3.01,109.36,,,
-2.57,3.93,109.51,,,
-2.56,4.83,109.67,,,
-2.57,5.71,109.82,,,
-2.57,6.6,109.97,,,
-2.57,7.5,110.11,,,
-2.57,8.4,110.25,,,
-2.57,9.29,110.4,,,
-2.57,10.17,110.54,,,
-2.56,11.06,110.69,,,
-2.54,11.93,110.85,,,
-2.53,12.8,111.01,,,
-2.52,13.64,111.16,,,
-2.51,14.49,111.31,,,
-2.51,15.31,111.44,,,
-2.52,16.13,111.57,,,
-2.53,16.96,111.68,,,
-2.55,17.79,111.75,,,
-2.55,18.63,111.83,,,
-2.57,19.46,111.9,,,
-2.57,20.29,111.96,,,
-2.57,21.11,112.03,,,
-2.57,21.94,112.12,,,
-2.57,22.76,112.19,,,
-2.58,23.58,112.26,,,
-2.57,24.39,112.32,,,
-2.57,25.19,112.38,,,
-2.57,26,112.44,,,
-2.56,26.8,112.48,,,
-2.57,27.59,112.53,,,
-2.57,28.38,112.6,,,
-2.57,29.15,112.66,,,
-2.57,29.92,112.72,,,
-2.58,30.68,112.76,,,
-2.6,31.42,112.79,,,
-2.6,32.15,112.81,,,
-2.59,32.88,112.8,,,
-2.59,33.6,112.77,,,
-2.59,34.33,112.71,,,
-2.59,35.05,112.64,,,
-2.59,35.79,112.57,,,
-2.6,36.54,112.48,,,
-2.61,37.29,112.38,,,
-2.62,38.02,112.26,,,
-2.63,38.74,112.15,,,
-2.64,39.48,112.05,,,
-2.66,40.22,111.95,,,
-2.68,40.96,111.85,,,
-2.7,41.7,111.76,,,
-2.7,40.54,111.7,,,
-2.72,39.39,111.64,,,
-2.73,38.25,111.59,,,
-2.74,37.11,111.54,,,
-2.76,35.97,111.49,,,
-2.78,34.83,111.46,,,
-2.8,33.69,111.44,,,
-2.83,34.46,111.42,,,
-2.85,35.23,111.4,,,
-2.88,35.99,111.37,,,
-2.91,34.87,111.34,,,
-2.94,33.75,111.3,,,
-2.97,32.62,111.26,,,
-3,31.53,111.23,,,
-3.02,30.42,111.19,,,
-3.04,29.34,111.14,,,
-3.07,28.26,111.1,,,
-3.09,27.19,111.07,,,
-3.12,26.14,111.02,,,
-3.15,25.08,111,,,
-3.18,24.03,110.98,,,
-3.21,23,110.95,,,
-3.23,21.97,110.93,,,
-3.25,20.95,110.92,,,
-3.27,19.93,110.92,,,
-3.3,18.93,110.92,,,
-3.31,17.95,110.93,,,
-3.32,16.97,110.94,,,
-3.33,15.99,110.97,,,
-3.34,15.01,111.01,,,
-3.35,14.01,111.06,,,
-3.35,13.01,111.11,,,
-3.35,12,111.15,,,
-3.36,12.89,111.19,,,
-3.36,13.78,111.21,,,
-3.36,14.67,111.22,,,
-3.36,15.55,111.22,,,
-3.36,14.52,111.19,,,
-3.36,13.51,111.16,,,
-3.35,12.52,111.14,,,
-3.34,11.53,111.12,,,
-3.33,10.55,111.1,,,
-3.31,9.59,111.09,,,
-3.3,8.63,111.09,,,
-3.26,7.69,111.1,,,
-3.24,6.73,111.11,,,
-3.23,5.74,111.13,,,
-3.22,4.76,111.14,,,
-3.21,3.78,111.15,,,
-3.21,2.81,111.18,,,
-3.21,1.85,111.2,,,
-3.2,0.89,111.22,,,
-3.2,-0.06,111.24,,,
-3.2,-1.01,111.26,,,
-3.2,-1.96,111.28,,,
-3.19,-2.9,111.3,,,
-3.19,-3.83,111.33,,,
-3.19,-4.76,111.35,,,
-3.19,-5.69,111.37,,,
-3.19,-6.61,111.38,,,
-3.19,-7.53,111.41,,,
-3.19,-8.44,111.43,,,
-3.19,-9.35,111.46,,,
-3.19,-10.25,111.48,,,
-3.19,-11.14,111.51,,,
-3.19,-12.04,111.53,,,
-3.19,-12.92,111.56,,,
-3.19,-13.81,111.59,,,
-3.18,-14.69,111.62,,,
-3.18,-15.56,111.65,,,
-3.18,-14.51,111.65,,,
-3.18,-13.47,111.66,,,
-3.18,-12.44,111.67,,,
-3.17,-11.41,111.69,,,
-3.17,-12.3,111.71,,,
-3.16,-13.18,111.73,,,
-3.16,-14.06,111.75,,,
-3.15,-14.94,111.78,,,
-3.15,-15.81,111.8,,,
-3.14,-16.67,111.82,,,
-3.14,-17.53,111.83,,,
-3.13,-18.39,111.85,,,
-3.13,-19.24,111.86,,,
-3.12,-20.08,111.88,,,
-3.12,-20.92,111.9,,,
-3.11,-21.76,111.93,,,
-3.1,-22.59,111.95,,,
-3.1,-23.42,111.96,,,
-3.09,-24.24,111.98,,,
-3.09,-25.07,112,,,
