KalmanPitch,KalmanRoll
-3.32,-88.63
-3.32,-88.65
-3.32,-88.67
-3.32,-88.68
-3.32,-88.7
-3.32,-88.71
-3.31,-88.72
-3.31,-88.72
-3.31,-88.72
-3.31,-88.71
-3.3,-88.69
-3.29,-88.67
-3.29,-88.66
-3.28,-88.66
-3.28,-88.66
-3.28,-88.66
-3.29,-88.66
-3.29,-88.67
-3.29,-88.67
-3.3,-88.67
-3.31,-88.67
-3.31,-88.67
-3.32,-88.67
-3.33,-88.68
-3.34,-88.69
-3.36,-88.7
-3.37,-88.72
-3.38,-88.73
-3.38,-88.75
-3.39,-88.76
-3.39,-88.78
-3.39,-88.8
-3.39,-88.81
-3.39,-88.83
-3.39,-88.85
-3.39,-88.86
-3.39,-88.88
-3.38,-88.89
-3.38,-88.91
-3.38,-88.93
-3.38,-88.94
-3.38,-88.96
-3.38,-88.97
-3.38,-88.99
-3.39,-89
-3.39,-89.02
-3.39,-89.03
-3.4,-89.05
-3.41,-89.07
-3.41,-89.09
-3.42,-89.1
-3.42,-89.12
-3.43,-89.13
-3.43,-89.15
-3.43,-89.16
-3.44,-89.18
-3.44,-89.2
-3.44,-89.21
-3.44,-89.22
-3.44,-89.24
-3.44,-89.25
-3.44,-89.26
-3.44,-89.28
-3.44,-89.29
-3.45,-89.31
-3.45,-89.32
-3.46,-89.34
-3.46,-89.35
-3.47,-89.37
-3.48,-89.38
-3.48,-89.4
-3.48,-89.41
-3.49,-89.43
-3.49,-89.44
-3.49,-89.46
-3.49,-89.48
-3.5,-89.49
-3.5,-89.51
-3.5,-89.53
-3.5,-89.54
-3.51,-89.56
-3.51,-89.57
-3.51,-89.59
-3.51,-89.6
-3.51,-89.61
-3.51,-89.63
-3.51,-89.64
-3.51,-89.66
-3.5,-89.67
-3.5,-89.68
-3.49,-89.69
-3.49,-89.71
-3.48,-89.72
-3.48,-89.74
-3.47,-89.75
-3.47,-89.76
-3.46,-89.78
-3.46,-89.79
-3.46,-89.81
-3.45,-89.82
-3.45,-89.83
-3.45,-89.85
-3.45,-89.86
-3.45,-89.87
-3.46,-89.88
-3.46,-89.89
-3.46,-89.91
-3.46,-89.92
-3.46,-89.93
-3.46,-89.94
-3.46,-89.96
-3.45,-89.97
-3.45,-89.98
-3.44,-90
-3.44,-90.01
-3.43,-90.02
-3.43,-90.03
-3.43,-90.04
-3.42,-90.06
-3.42,-90.07
-3.42,-90.08
-3.41,-90.09
-3.41,-90.1
-3.41,-90.11
-3.41,-90.13
-3.41,-90.14
-3.41,-90.15
-3.41,-90.16
-3.41,-90.17
-3.41,-90.18
-3.42,-90.19
-3.42,-90.2
-3.42,-90.21
-3.42,-90.22
-3.43,-90.24
-3.43,-90.25
-3.43,-90.26
-3.44,-90.27
-3.44,-90.28
-3.45,-90.3
-3.45,-90.31
-3.45,-90.32
-3.45,-90.33
-3.46,-90.34
-3.46,-90.35
-3.46,-90.36
-3.46,-90.37
-3.45,-90.38
-3.45,-90.39
-3.45,-90.4
-3.45,-90.41
-3.45,-90.42
-3.44,-90.42
-3.44,-90.43
-3.44,-90.44
-3.43,-90.46
-3.43,-90.47
-3.43,-90.48
-3.43,-90.49
-3.43,-90.5
-3.43,-90.51
-3.43,-90.51
-3.43,-90.52
-3.43,-90.53
-3.43,-90.54
-3.43,-90.55
-3.43,-90.56
-3.43,-90.57
-3.44,-90.58
-3.44,-90.59
-3.44,-90.59
-3.45,-90.6
-3.45,-90.61
-3.45,-90.62
-3.45,-90.63
-3.45,-90.64
-3.45,-90.65
-3.45,-90.66
-3.45,-90.67
-3.45,-90.68
-3.45,-90.69
-3.45,-90.7
-3.44,-90.71
-3.44,-90.72
-3.44,-90.73
-3.43,-90.74
-3.43,-90.75
-3.43,-90.76
-3.43,-90.77
-3.43,-90.78
-3.43,-90.78
-3.42,-90.79
-3.42,-90.79
-3.42,-90.8
-3.42,-90.8
-3.41,-90.81
-3.41,-90.81
-3.4,-90.82
-3.39,-90.83
-3.39,-90.83
-3.38,-90.84
-3.37,-90.85
-3.35,-90.85
-3.34,-90.86
-3.34,-90.87
-3.33,-90.87
