A1,A2,A3,A4,A5,Noise,,Noise,,,,,,,,,,,,,,,
,,,,,,,1.11,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.11,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.93,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,1.16,,,,,,,,,,,,,,,
,,,,,,,1.16,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.91,,,,,,,,,,,,,,,
,,,,,,,1.03,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,1.07,,,,,,,,,,,,,,,
,,,,,,,1.1,,,,,,,,,,,,,,,
,,,,,,,1.07,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,1.03,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.16,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,0.93,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,1.03,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.25,,,,,,,,,,,,,,,
,,,,,,,1.1,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.24,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.29,,,,,,,,,,,,,,,
,,,,,,,1.35,,,,,,,,,,,,,,,
,,,,,,,1.41,,,,,,,,,,,,,,,
,,,,,,,1.39,,,,,,,,,,,,,,,
,,,,,,,1.35,,,,,,,,,,,,,,,
,,,,,,,1.32,,,,,,,,,,,,,,,
,,,,,,,1.31,,,,,,,,,,,,,,,
,,,,,,,1.24,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.91,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,1.11,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.16,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.07,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.16,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.16,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.16,,,,,,,,,,,,,,,
,,,,,,,1.11,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.91,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,1.03,,,,,,,,,,,,,,,
,,,,,,,1.07,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.18,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.18,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.18,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.07,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.24,,,,,,,,,,,,,,,
,,,,,,,1.25,,,,,,,,,,,,,,,
,,,,,,,1.26,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,1.03,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.18,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,1.07,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.28,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.11,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.93,,,,,,,,,,,,,,,
,,,,,,,0.93,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.11,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.1,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,1.03,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,1.03,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.11,,,,,,,,,,,,,,,
,,,,,,,1.18,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.11,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,1.1,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.34,,,,,,,,,,,,,,,
,,,,,,,1.41,,,,,,,,,,,,,,,
,,,,,,,1.44,,,,,,,,,,,,,,,
,,,,,,,1.27,,,,,,,,,,,,,,,
,,,,,,,1.3,,,,,,,,,,,,,,,
,,,,,,,1.3,,,,,,,,,,,,,,,
,,,,,,,1.3,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.16,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.93,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,1.1,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.18,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.26,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.27,,,,,,,,,,,,,,,
,,,,,,,1.24,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.39,,,,,,,,,,,,,,,
,,,,,,,1.44,,,,,,,,,,,,,,,
,,,,,,,1.43,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.29,,,,,,,,,,,,,,,
,,,,,,,1.34,,,,,,,,,,,,,,,
,,,,,,,1.33,,,,,,,,,,,,,,,
,,,,,,,1.34,,,,,,,,,,,,,,,
,,,,,,,1.24,,,,,,,,,,,,,,,
,,,,,,,1.11,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.93,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,1.03,,,,,,,,,,,,,,,
,,,,,,,1.07,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.28,,,,,,,,,,,,,,,
,,,,,,,1.28,,,,,,,,,,,,,,,
,,,,,,,1.32,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.18,,,,,,,,,,,,,,,
,,,,,,,1.24,,,,,,,,,,,,,,,
,,,,,,,1.26,,,,,,,,,,,,,,,
,,,,,,,1.25,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.27,,,,,,,,,,,,,,,
,,,,,,,1.33,,,,,,,,,,,,,,,
,,,,,,,1.4,,,,,,,,,,,,,,,
,,,,,,,1.4,,,,,,,,,,,,,,,
,,,,,,,1.31,,,,,,,,,,,,,,,
,,,,,,,1.28,,,,,,,,,,,,,,,
,,,,,,,1.28,,,,,,,,,,,,,,,
,,,,,,,1.27,,,,,,,,,,,,,,,
,,,,,,,1.25,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.11,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.9,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.18,,,,,,,,,,,,,,,
,,,,,,,1.25,,,,,,,,,,,,,,,
,,,,,,,1.28,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.11,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.03,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,1.1,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.25,,,,,,,,,,,,,,,
,,,,,,,1.26,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.93,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,1.1,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.18,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.07,,,,,,,,,,,,,,,
,,,,,,,1.1,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.18,,,,,,,,,,,,,,,
,,,,,,,1.16,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.18,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.03,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.18,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.16,,,,,,,,,,,,,,,
,,,,,,,1.16,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.1,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.07,,,,,,,,,,,,,,,
,,,,,,,1.07,,,,,,,,,,,,,,,
,,,,,,,1.07,,,,,,,,,,,,,,,
,,,,,,,1.11,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.1,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,1.03,,,,,,,,,,,,,,,
,,,,,,,1.07,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.11,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.18,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.03,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.92,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.92,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.16,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.1,,,,,,,,,,,,,,,
,,,,,,,1.16,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.27,,,,,,,,,,,,,,,
,,,,,,,1.31,,,,,,,,,,,,,,,
,,,,,,,1.24,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.36,,,,,,,,,,,,,,,
,,,,,,,1.58,,,,,,,,,,,,,,,
,,,,,,,1.69,,,,,,,,,,,,,,,
,,,,,,,1.7,,,,,,,,,,,,,,,
,,,,,,,1.48,,,,,,,,,,,,,,,
,,,,,,,1.44,,,,,,,,,,,,,,,
,,,,,,,1.35,,,,,,,,,,,,,,,
